image,MEL,NV,BCC,AKIEC,BKL,DF,VASC
ISIC0034966,5.64263E-06,0.00013910091,1.18259756E-07,1.6253182E-07,7.756506E-07,9.626065E-08,8.6872546E-07
ISIC0034967,2.7229E-07,3.444931E-08,1.3416968E-09,7.693295E-09,2.694575E-07,6.0836225E-09,3.551586E-09
ISIC0034968,0.0004257654,0.014560106,1.927775E-05,5.0325525E-05,9.632053E-06,3.455857E-05,5.3259326E-05
ISIC0034970,6.763217E-08,5.1994466E-06,3.500479E-10,6.7587874E-10,1.03103936E-07,1.9713824E-09,5.246091E-09
ISIC0034971,1.46410575E-05,9.358254E-05,8.487312E-08,2.0237772E-07,6.0971524E-07,9.5242484E-08,5.4988396E-07
ISIC0034972,0.006269288,0.007920324,0.00080974476,0.0008122409,0.0019947153,0.0010353408,0.0015698458
ISIC0034973,0.00020915612,0.809038,0.00032800244,0.00017325199,7.997162E-05,0.00031246385,0.0003476272
ISIC0034974,1.989692E-09,3.317599E-08,4.1396886E-10,1.3044787E-09,1.3852754E-08,1.5042894E-09,4.4280254E-10
ISIC0034975,2.9136524E-07,0.0008131516,1.925294E-08,4.988168E-08,2.8187692E-08,3.703542E-08,4.7576557E-07
ISIC0034976,4.21548E-07,0.023462115,8.053132E-08,7.0414515E-08,1.0467945E-07,8.298868E-08,2.692217E-07
ISIC0034977,2.5111698E-05,0.0029951332,1.8421919E-06,5.0787507E-06,1.2942869E-06,2.3924285E-06,1.4181177E-05
ISIC0034978,3.2105232E-10,1.1168853E-08,3.7334755E-10,3.172073E-10,4.9604236E-09,5.7886E-10,5.044508E-10
ISIC0034979,5.3800466E-07,0.7883553,9.439499E-07,5.3742315E-07,2.3837121E-07,7.8937245E-07,1.1501027E-06
ISIC0034980,1.2523216E-10,2.258366E-12,2.8615532E-12,1.501808E-11,5.0650466E-09,7.0288546E-11,5.02806E-11
ISIC0034982,1.0856166E-06,1.1273414E-06,3.730388E-09,7.711954E-09,9.204817E-07,1.1953122E-08,5.8859122E-08
ISIC0034983,4.4469466E-08,1.3238772E-05,1.1749509E-07,4.8617927E-08,3.2559615E-07,9.8433325E-08,3.9170288E-07
ISIC0034984,4.7334428E-08,0.0020341026,1.2306685E-08,8.731708E-09,9.995616E-08,1.0003068E-08,1.1343526E-08
ISIC0034985,1.0763952E-08,5.47865E-07,9.4949016E-08,1.1243605E-07,5.6881436E-08,4.414293E-08,2.124114E-08
ISIC0034986,0.001304024,0.08284149,3.774604E-05,3.2032418E-05,5.199536E-06,3.4510093E-05,1.5096259E-05
ISIC0034987,2.7119422E-12,5.452359E-12,3.6172023E-13,4.0748652E-13,1.3435526E-10,4.694905E-12,2.6431204E-11
ISIC0034988,0.00049621187,0.0012255277,0.0022552868,0.00076212065,0.0006037307,0.00087832316,0.0011496723
ISIC0034989,7.688062E-08,0.046196822,1.8875188E-08,2.3239384E-08,2.7334314E-08,3.9832912E-08,1.4618165E-07
ISIC0034990,1.28262145E-05,0.029918812,4.5632308E-07,6.566722E-07,3.3368224E-07,6.5784184E-07,6.7518937E-07
ISIC0034991,9.434784E-05,0.067517266,3.1680302E-06,3.1057273E-06,1.2459719E-06,3.5367577E-06,2.1455764E-06
ISIC0034992,0.002398146,0.010637185,0.00018872277,0.00015999566,0.00037142262,0.000101279904,0.00023294034
ISIC0034993,0.00029794683,0.0003575152,1.0977706E-06,1.733971E-06,7.072854E-07,1.8319323E-06,1.9928702E-06
ISIC0034994,1.4554046E-08,1.1398485E-08,1.3749897E-07,8.754791E-08,3.6495194E-08,3.2800987E-08,4.953524E-08
ISIC0034995,9.266221E-06,9.551442E-09,1.4985146E-07,5.3593067E-07,1.5438621E-07,5.9162625E-07,7.983257E-08
ISIC0034996,5.112301E-10,4.3533932E-10,2.7972185E-11,2.667476E-11,1.9061655E-08,1.9549581E-10,3.1638972E-10
ISIC0034997,0.00011037853,0.00017463921,2.0497694E-06,2.7574386E-06,7.4293075E-07,1.429942E-06,4.173636E-06
ISIC0034999,5.124971E-11,1.8293654E-12,1.3935687E-10,1.6133214E-10,1.0543448E-11,8.8660355E-12,4.6113126E-12
ISIC0035000,2.4943432E-09,5.579325E-09,1.2154581E-09,6.856786E-09,1.8743311E-08,1.548705E-09,8.545636E-10
ISIC0035001,2.1280827E-13,1.29888374E-11,6.8433274E-13,1.8588189E-12,9.836584E-14,1.00800756E-13,8.079675E-15
ISIC0035002,1.6962251E-07,0.007970587,1.0685305E-07,7.296605E-08,4.1703035E-07,7.531241E-08,9.220942E-08
ISIC0035003,0.00010902482,0.02024613,8.404834E-06,1.339439E-05,3.2684725E-06,1.0452056E-05,2.6217356E-05
ISIC0035004,3.04629E-05,0.0002156455,1.5265572E-05,2.6772474E-05,6.6689936E-05,1.2411945E-05,9.612168E-06
ISIC0035005,6.168706E-10,2.1954144E-12,3.1518176E-12,3.1090033E-11,7.0962556E-09,2.136252E-10,1.5276251E-10
ISIC0035006,4.7664095E-09,9.420544E-08,3.5210852E-09,1.3597233E-08,3.0695713E-08,9.3449115E-09,2.5952358E-09
ISIC0035007,0.0015673223,0.0002856753,2.4052806E-05,3.7021324E-05,9.818298E-06,5.95826E-05,0.0002470533
ISIC0035008,9.213422E-11,7.577887E-11,2.271601E-10,3.0865763E-10,6.891291E-10,2.411575E-10,2.3670793E-10
ISIC0035009,1.1490567E-06,0.00012457221,1.9509578E-06,9.4258525E-07,4.3742994E-06,4.038505E-06,1.3325717E-05
ISIC0035010,6.707441E-11,1.0390823E-11,6.909618E-12,9.0360055E-12,4.097428E-09,1.2171161E-10,2.5919597E-10
ISIC0035011,1.6999351E-06,2.0034817E-05,1.00087565E-08,1.5246606E-08,1.0059626E-06,2.3571248E-08,6.2532E-08
ISIC0035012,8.6903466E-14,7.729271E-13,2.3674608E-12,2.7264887E-13,6.023851E-15,1.7818471E-14,9.521782E-15
ISIC0035013,8.8846555E-06,0.21808763,1.5398612E-06,1.982225E-06,9.864416E-07,3.2582768E-06,4.359519E-06
ISIC0035014,8.921656E-07,0.0021015673,6.9522514E-08,1.4045379E-07,8.55995E-08,9.696032E-08,8.6996334E-07
ISIC0035015,2.2515149E-08,0.0003244303,1.946294E-07,7.10074E-08,1.5099867E-07,9.7512626E-08,3.5274735E-07
ISIC0035016,2.9757987E-09,0.00012895718,4.3271693E-09,1.9537292E-09,2.297648E-08,4.265709E-09,5.4361607E-08
ISIC0035017,3.2498896E-08,0.15131782,9.8526485E-08,5.76628E-08,3.6295685E-08,1.0541357E-07,5.25426E-07
ISIC0035019,9.693498E-08,0.009204399,1.7451535E-08,1.9460613E-08,2.756836E-08,2.9925914E-08,2.2267473E-07
ISIC0035020,6.433451E-05,0.21191637,6.92547E-06,9.715099E-06,3.0025076E-06,1.9495817E-05,1.4071947E-05
ISIC0035021,0.00014383887,0.30974665,9.608447E-06,4.423908E-06,5.4927355E-06,4.383712E-06,2.2363336E-06
ISIC0035022,3.5365152E-05,0.8093782,2.2407447E-05,1.267646E-05,5.323986E-06,3.3583114E-05,1.8508541E-05
ISIC0035023,4.107554E-09,4.5127949E-10,5.4817284E-10,5.7880706E-10,9.338251E-08,8.466371E-09,1.2447525E-08
ISIC0035024,3.7876614E-06,0.011281578,3.7480598E-07,7.008997E-07,3.8835046E-07,5.069775E-07,3.4774357E-06
ISIC0035025,0.00012874942,0.20105584,1.4857809E-05,2.0832618E-05,5.520684E-06,3.919792E-05,3.200808E-05
ISIC0035026,1.5091969E-05,6.4650962E-06,4.039149E-07,4.7088872E-07,7.0197866E-06,3.8159527E-07,3.4032755E-06
ISIC0035027,4.2895745E-06,0.18841834,2.3220214E-06,1.1002629E-06,3.559486E-06,2.0429761E-06,2.092118E-06
ISIC0035028,6.1651577E-09,7.862665E-06,3.2956273E-11,4.3825332E-11,7.976918E-10,3.5372233E-11,3.5551492E-10
ISIC0035029,6.3434556E-11,4.260637E-12,4.899992E-11,2.8039346E-10,4.3891693E-10,9.597745E-11,1.0320945E-10
ISIC0035030,9.449794E-07,0.5556431,2.9347373E-06,1.2993835E-06,1.3166978E-06,1.7165682E-06,1.5892143E-06
ISIC0035031,0.0005719769,0.11806507,3.234583E-05,1.4792732E-05,2.3993907E-06,1.5470296E-05,9.301158E-06
ISIC0035032,7.3728137E-07,1.0279736E-08,3.5967098E-08,2.9504164E-07,2.8788613E-06,2.2053601E-07,2.6363432E-07
ISIC0035033,4.5454877E-12,6.5324807E-12,1.2415614E-11,1.4207744E-11,1.1508894E-12,6.992743E-13,2.9393908E-13
ISIC0035034,9.4402785E-06,0.76845074,4.732586E-06,1.7046008E-06,1.2931937E-06,2.468457E-06,1.0792012E-06
ISIC0035035,1.1830595E-08,2.5686673E-09,2.6164038E-09,1.9828008E-09,2.2718291E-07,1.3944582E-08,3.1785927E-08
ISIC0035036,8.798793E-06,0.00027519016,3.894772E-07,1.103247E-06,3.5295295E-07,4.6736997E-07,3.897287E-06
ISIC0035037,2.2026875E-12,3.281905E-07,3.5586104E-13,1.7087105E-13,1.7453039E-11,1.0530721E-12,3.8219667E-11
ISIC0035038,3.954351E-06,0.00030202518,7.013946E-08,1.5072058E-07,1.4989277E-07,5.86017E-08,3.729231E-07
ISIC0035039,1.990327E-08,2.8076446E-09,1.3588224E-10,2.0573937E-10,1.8138996E-07,8.0306695E-10,2.2421158E-09
ISIC0035040,3.8922698E-07,5.9899407E-06,3.833133E-09,4.1794066E-09,3.204648E-07,1.1000668E-08,2.0085444E-08
ISIC0035041,8.452707E-12,2.437847E-11,4.3845255E-10,1.9360853E-10,3.2571203E-11,4.4167545E-11,7.26449E-11
ISIC0035043,1.2345981E-10,4.769894E-12,1.9823667E-12,1.3882515E-11,1.5757122E-09,1.7710345E-11,2.680783E-11
ISIC0035044,8.264996E-06,0.00020354262,5.884733E-08,4.5577373E-08,2.7766018E-07,2.343327E-08,7.061344E-08
ISIC0035045,0.00020604434,0.0042906357,1.4002723E-05,2.1568643E-05,6.0682805E-06,1.4379145E-05,4.366436E-05
ISIC0035046,1.0652772E-06,7.856103E-05,3.9237285E-08,1.343019E-07,1.6569528E-07,5.417084E-08,5.398302E-07
ISIC0035047,5.3527254E-09,1.6597262E-08,8.232476E-09,1.1217039E-08,4.0039335E-08,7.504595E-09,9.822567E-09
ISIC0035049,3.0506426E-06,0.0761992,1.7063215E-06,8.797247E-07,3.2969012E-06,1.5207171E-06,4.231622E-06
ISIC0035050,4.2273623E-06,0.0011666463,8.636636E-06,4.156338E-06,1.4050732E-05,9.09624E-06,2.5210076E-05
ISIC0035051,4.4118945E-08,8.549862E-09,5.716561E-09,1.7645432E-08,2.8018718E-07,1.7447276E-08,1.6453908E-08
ISIC0035052,5.0723354E-09,0.03954713,1.6469356E-08,6.616696E-09,1.1605002E-08,1.1678723E-08,7.962316E-08
ISIC0035053,9.2228153E-10,5.494589E-08,2.3896214E-09,3.1542882E-09,9.7714405E-09,4.0912824E-09,2.4045905E-09
ISIC0035054,5.209634E-10,7.7483375E-10,3.0131126E-08,4.3546993E-09,1.6277878E-09,2.6086004E-09,2.9915281E-09
ISIC0035055,1.4154073E-05,0.10515083,3.0668143E-06,2.8178881E-06,9.175735E-06,3.1506604E-06,1.9261772E-06
ISIC0035056,4.2851336E-09,7.218127E-07,7.6285894E-10,1.098869E-09,2.7135568E-08,8.646864E-10,1.1119683E-09
ISIC0035057,1.11015745E-11,7.634812E-12,1.1461303E-10,9.509187E-11,4.1773387E-11,3.8445736E-11,7.126605E-11
ISIC0035058,9.6500365E-08,0.000937178,4.7553605E-08,5.256882E-08,1.1166579E-07,2.2615E-08,5.4951306E-09
ISIC0035059,1.6880775E-11,1.5043926E-07,5.4185383E-13,4.3848364E-13,7.981083E-11,2.1470584E-12,3.366421E-11
ISIC0035060,3.0096987E-07,0.0013690908,1.6515037E-07,1.0559186E-07,5.3993165E-07,1.9894603E-07,1.6560095E-06
ISIC0035061,4.3719766E-09,0.0028599314,2.4260178E-08,7.533263E-09,2.387117E-08,1.3227317E-08,1.3338924E-07
ISIC0035062,1.5177773E-07,0.035668503,5.7029943E-08,6.961939E-08,4.232999E-08,8.015634E-08,5.3245884E-07
ISIC0035063,1.4785121E-06,0.001018304,5.4703906E-07,5.756039E-07,1.1530657E-06,5.47288E-07,4.3973077E-06
ISIC0035064,1.4525058E-09,9.823733E-08,4.3423904E-09,3.4371386E-09,1.0431705E-08,7.674975E-09,1.7578751E-08
ISIC0035065,2.8747853E-09,0.012949525,5.7638254E-09,3.0752014E-09,4.5990665E-09,6.7264985E-09,8.4787686E-08
ISIC0035066,4.033273E-09,0.00036805257,1.2548861E-08,4.3190886E-09,2.6680143E-08,1.2208048E-08,1.5107935E-07
ISIC0035067,8.611305E-08,2.0652514E-08,2.915323E-07,1.2426025E-07,4.5567162E-07,4.142671E-07,7.594101E-07
ISIC0035068,9.825043E-06,3.2956435E-09,2.8285536E-09,1.9185662E-09,2.2905398E-10,1.797219E-08,1.945089E-08
ISIC0035070,1.8165696E-05,8.019324E-05,1.267037E-07,2.897451E-07,1.4276962E-07,1.4319683E-07,5.176546E-07
ISIC0035071,2.109111E-09,0.0042540515,2.1919856E-10,1.3172896E-10,3.2026395E-10,1.11127024E-10,1.0836653E-11
ISIC0035073,2.4639056E-07,0.0002303683,6.680351E-10,1.1024167E-09,4.3317048E-08,1.7573981E-09,3.5622238E-09
ISIC0035074,5.6201925E-06,0.090039514,1.541254E-06,1.5186026E-06,7.176148E-07,1.4431405E-06,4.920261E-06
ISIC0035075,3.912505E-11,2.741515E-11,6.2364676E-11,4.283244E-10,3.546216E-10,1.5768328E-10,4.7978177E-11
ISIC0035076,8.8304686E-10,2.1015326E-10,5.4717003E-10,2.7651062E-10,2.760477E-08,6.7405743E-09,1.00584945E-08
ISIC0035077,2.229592E-08,0.020706518,4.2127507E-08,2.6011245E-08,3.913518E-08,4.9768587E-08,4.7508004E-07
ISIC0035078,1.0682579E-10,3.888985E-12,2.1430625E-11,4.5839638E-11,1.02612E-09,9.4186624E-11,2.3138563E-10
ISIC0035079,3.4215272E-08,2.9555762E-09,6.012617E-10,1.7621544E-09,3.0078508E-07,4.274391E-09,3.6425702E-09
ISIC0035080,0.0006123471,0.010545677,2.5057061E-05,3.7359277E-05,7.988518E-06,2.794776E-05,3.688118E-05
ISIC0035081,0.0024327324,0.00023354811,1.5103719E-05,1.792315E-05,5.8564383E-06,5.1268602E-05,4.7663463E-05
ISIC0035082,2.0996756E-08,0.00095129036,8.74663E-08,2.6243319E-08,1.46032E-07,3.8539767E-08,1.0349207E-07
ISIC0035083,4.1338437E-05,0.65239877,5.370099E-06,2.68671E-06,8.196543E-07,3.407114E-06,6.047939E-07
ISIC0035084,0.00013658979,0.28866494,2.2461256E-05,2.0846888E-05,5.964785E-06,3.4522993E-05,3.0015062E-05
ISIC0035085,2.582954E-09,4.27344E-07,3.8499433E-08,1.7665368E-08,2.0846713E-08,2.2825697E-08,7.257645E-08
ISIC0035086,3.574534E-10,1.7839261E-09,1.6368539E-09,1.0124824E-08,2.351008E-09,1.5980399E-09,5.7471367E-10
ISIC0035087,3.4237124E-09,0.010986011,7.1775763E-09,3.2185816E-09,6.4296932E-09,9.61274E-09,1.3115877E-07
ISIC0035088,9.0358645E-09,8.782409E-07,7.462545E-09,2.0104569E-08,2.9940587E-08,7.4310273E-09,2.7668485E-09
ISIC0035089,2.0847836E-11,5.730045E-12,5.959591E-11,3.059758E-11,1.0494338E-10,1.5055085E-10,2.2600102E-10
ISIC0035090,0.0009873591,0.0016517635,0.00012857397,0.00024111876,0.00023845691,0.00026172827,0.00073657243
ISIC0035092,0.0031396796,0.013689697,0.00093997485,0.00083527766,0.0017942291,0.0011021952,0.0016317026
ISIC0035093,1.6510437E-05,0.034061927,2.8177349E-06,5.268473E-06,3.1035866E-06,4.7441863E-06,2.7264336E-05
ISIC0035094,1.2958185E-10,7.479869E-10,1.0928408E-09,2.5455442E-09,5.200103E-10,3.564825E-10,6.979186E-11
ISIC0035095,8.934975E-06,1.56312E-05,1.8691261E-06,1.4881597E-06,2.3128181E-05,4.781231E-06,1.4501099E-05
ISIC0035096,6.897747E-06,0.4742705,3.1459676E-06,2.6615294E-06,4.0001587E-06,3.1736336E-06,3.1601003E-06
ISIC0035097,1.05713376E-07,1.9680509E-05,2.2668162E-08,2.0827994E-08,1.4733715E-07,3.0804806E-08,3.2315447E-07
ISIC0035098,2.8589038E-05,0.006052081,2.9840614E-06,7.03339E-06,2.8847837E-06,3.800318E-06,3.463498E-05
ISIC0035099,2.1254752E-06,0.0027260114,1.6605468E-07,1.95006E-07,1.4758876E-06,4.0002283E-07,1.2047915E-06
ISIC0035100,8.849648E-08,6.64738E-05,6.066517E-10,1.1110652E-09,9.778078E-09,8.140721E-10,7.637999E-09
ISIC0035102,1.498419E-06,0.6049396,4.083715E-07,2.2453808E-07,3.533234E-07,3.6967887E-07,2.6813734E-07
ISIC0035103,0.0003744026,0.25459802,3.2037824E-05,2.6457948E-05,6.3153034E-06,4.2881675E-05,2.3912879E-05
ISIC0035104,0.0002798599,7.167261E-05,6.59001E-07,1.6717951E-06,4.433025E-05,1.4930571E-06,5.777504E-06
ISIC0035105,2.619768E-10,3.6180435E-07,6.9966693E-12,7.6996395E-12,1.7771432E-10,9.662856E-12,1.6744464E-10
ISIC0035106,7.3796247E-10,1.3192483E-10,4.527892E-10,2.2541393E-09,4.0252877E-09,7.051525E-10,8.271363E-10
ISIC0035107,3.4976527E-08,0.00020678986,2.8235834E-07,8.866205E-08,2.4547538E-07,1.6045928E-07,9.866354E-07
ISIC0035108,4.2874007E-08,0.03840248,7.1591555E-10,2.819444E-10,5.05225E-10,3.0920738E-10,4.18505E-11
ISIC0035109,1.6872556E-05,2.2970205E-05,2.1698773E-07,5.3037587E-07,1.7169891E-07,3.789439E-07,1.8619828E-06
ISIC0035110,2.9159533E-10,4.6869736E-10,1.0408745E-09,8.467368E-10,1.6622217E-09,1.1565752E-09,2.0606898E-09
ISIC0035111,5.2217455E-08,0.018407652,3.5948716E-08,3.165965E-08,3.6999484E-08,5.1002974E-08,3.977806E-07
ISIC0035112,1.9419362E-10,1.15627015E-10,3.4693004E-09,6.296819E-10,4.3883655E-10,3.5510964E-10,7.266974E-10
ISIC0035114,3.9043906E-09,4.3791058E-08,2.9910503E-08,4.6320288E-08,2.2504631E-08,2.787721E-08,2.2290902E-08
ISIC0035115,1.5579568E-10,3.853306E-09,1.4362923E-10,1.4974896E-10,2.5985147E-09,2.370287E-10,7.768952E-10
ISIC0035116,3.9283003E-07,3.8149337E-06,3.695463E-07,1.8561964E-07,2.3120842E-06,1.3326505E-06,2.5855393E-06
ISIC0035117,9.960972E-13,1.4346646E-12,1.753141E-11,2.4223337E-11,4.2941844E-12,3.1896213E-12,4.3613507E-12
ISIC0035118,0.00013155122,0.00092250935,0.00028346578,0.00033057068,0.00029605307,0.00024339269,0.00015130962
ISIC0035119,1.6564842E-12,2.5343627E-13,8.2275923E-13,2.114716E-11,1.3714029E-11,1.0111873E-12,4.2370927E-13
ISIC0035120,0.0007530858,2.9995492E-05,6.953556E-05,0.00017906928,0.0014679919,0.00037570175,0.00037552378
ISIC0035121,3.9310897E-09,3.137587E-06,1.8096012E-09,7.9450146E-10,2.7884177E-08,2.1903903E-09,8.743223E-09
ISIC0035122,7.252303E-08,0.15262738,3.7805268E-07,1.4516651E-07,1.6282907E-07,2.3555839E-07,1.0792229E-06
ISIC0035123,4.5904955E-09,4.554627E-08,3.2059966E-09,2.4380228E-08,2.8437885E-08,7.695394E-09,2.1161828E-09
ISIC0035124,2.7332685E-09,6.4042234E-09,2.9295922E-08,1.2719737E-08,1.0970915E-08,1.2352967E-08,1.4201021E-08
ISIC0035125,0.0003055688,0.00025916888,2.4954663E-05,2.7963088E-05,0.00017740074,3.023178E-05,0.000110272915
ISIC0035126,6.970446E-05,0.03263731,3.4958717E-05,4.0828414E-05,2.5499308E-05,2.027995E-05,5.5452947E-06
ISIC0035128,5.0232215E-06,7.130829E-05,2.0028056E-05,1.591733E-05,1.4973126E-05,1.6040134E-05,2.1453478E-05
ISIC0035129,1.6893749E-08,4.1445202E-07,1.0346656E-08,6.58237E-09,1.4766462E-07,3.057581E-08,1.2210894E-07
ISIC0035130,0.012372691,0.0019545895,0.000747308,0.0007143268,0.00021029674,0.00083751685,0.0010309912
ISIC0035131,1.7037609E-09,7.912406E-11,3.001035E-11,8.010426E-11,4.1947505E-08,3.3809588E-10,7.090488E-10
ISIC0035132,0.0001500742,4.0129155E-05,1.1158293E-06,2.3281214E-06,1.4057591E-06,2.7454628E-06,2.1845392E-05
ISIC0035133,5.79676E-06,0.00015249095,1.2231843E-06,1.865061E-06,3.6798135E-06,1.895521E-06,1.0785492E-05
ISIC0035134,3.0793446E-05,0.6438727,3.941415E-06,2.80297E-06,2.1958604E-06,4.65117E-06,1.2969829E-06
ISIC0035135,5.794325E-09,0.08146847,2.1678682E-08,9.976963E-09,9.718358E-09,1.986523E-08,1.00996004E-07
ISIC0035136,1.1573563E-09,5.7778124E-07,1.2004198E-10,1.0428751E-10,1.9465984E-09,1.6071665E-10,3.31656E-09
ISIC0035137,9.8422415E-06,3.997043E-06,3.5754553E-07,6.9976693E-07,4.3971527E-06,3.397972E-07,5.9604063E-06
ISIC0035138,2.7926842E-06,0.00080598,3.9553964E-07,3.6225904E-07,3.563205E-06,3.629967E-07,2.8334154E-07
ISIC0035139,0.022577772,0.10537178,0.0023987282,0.0037448013,0.0029121244,0.0029650552,0.0014802585
ISIC0035140,7.406465E-08,0.5877227,1.2626018E-07,6.820241E-08,4.8065996E-08,8.6004874E-08,1.2134473E-07
ISIC0035142,6.1999796E-09,1.3540316E-09,5.2981393E-09,3.5152272E-09,1.283028E-07,3.426791E-08,6.130591E-08
ISIC0035143,0.00022103565,0.15156399,1.4355851E-05,1.2066671E-05,2.6037064E-06,1.4001107E-05,1.2132523E-05
ISIC0035144,4.7252036E-07,0.011214234,4.997682E-08,8.934926E-08,6.35754E-08,9.504758E-08,6.6107697E-07
ISIC0035145,1.7664612E-06,0.11409277,2.2584049E-05,6.850292E-06,3.901798E-06,7.909202E-06,1.4811943E-05
ISIC0035146,0.0002908358,0.30851555,3.8168786E-05,3.7922975E-05,1.2735119E-05,6.148251E-05,4.124106E-05
ISIC0035148,2.8584428E-09,4.843462E-06,2.1981109E-10,1.199264E-10,7.3825985E-09,5.3040616E-10,4.5836623E-09
ISIC0035149,1.18952894E-11,3.84205E-12,1.0788586E-10,1.2892658E-10,3.7259258E-11,2.5270813E-11,4.0139676E-11
ISIC0035150,5.621577E-11,1.2107951E-10,6.528623E-11,3.2127714E-10,4.7925974E-10,8.710922E-11,4.2634597E-11
ISIC0035151,4.503614E-09,8.44585E-10,3.7634487E-09,2.8384386E-09,5.3303438E-08,1.9666139E-08,3.220732E-08
ISIC0035152,7.522948E-05,0.0127611095,1.3841331E-05,2.4944027E-05,1.9204334E-05,1.8353165E-05,7.8936275E-05
ISIC0035153,1.606905E-07,0.00042982653,5.386274E-07,3.3933154E-07,6.635251E-07,2.8966107E-07,2.2664364E-07
ISIC0035154,1.1962559E-09,9.2479295E-11,5.569349E-10,3.2261722E-09,1.1067426E-08,1.4690839E-09,1.1677848E-09
ISIC0035156,5.154737E-10,1.925358E-10,1.7882253E-09,9.2234315E-10,2.4435383E-09,1.9766044E-09,3.0740637E-09
ISIC0035157,0.00091730995,9.932212E-05,9.755634E-06,1.0227469E-05,1.8990349E-06,2.1515314E-05,6.461229E-05
ISIC0035158,0.00013553772,0.014379315,2.6796195E-06,3.757222E-06,1.0838157E-06,2.9842663E-06,3.4989787E-06
ISIC0035160,2.968688E-10,9.845689E-10,2.7816313E-10,1.9702735E-09,2.779241E-09,8.843379E-10,2.0905384E-10
ISIC0035161,2.8258105E-08,0.10877119,1.15088994E-07,5.090792E-08,6.127248E-08,7.215423E-08,3.2418018E-07
ISIC0035162,3.167614E-08,5.8180805E-05,2.3003228E-08,1.4437041E-08,9.866151E-08,5.1356057E-08,3.7948786E-07
ISIC0035163,0.00014921874,0.00014380841,3.7148764E-06,6.0501766E-06,2.4025735E-06,4.157928E-06,1.8458024E-05
ISIC0035164,3.27861E-08,0.14049345,7.474899E-08,4.3198487E-08,3.6609737E-08,8.484448E-08,5.682299E-07
ISIC0035165,8.6698994E-05,0.3861054,7.504736E-06,7.632258E-06,3.2593834E-06,1.6810112E-05,5.3693875E-06
ISIC0035166,6.2216703E-09,4.3879827E-06,1.1082857E-10,1.9776066E-10,1.2250845E-09,1.0806523E-10,1.6151973E-09
ISIC0035167,8.370454E-06,0.5570747,9.5203404E-07,4.5092418E-07,3.085706E-07,6.2740475E-07,1.1567891E-07
ISIC0035168,2.6581279E-06,0.002069947,1.08141265E-07,1.2384724E-07,5.56291E-07,8.5712394E-08,3.845269E-07
ISIC0035169,6.5774293E-06,0.00262673,3.8545983E-07,8.764872E-07,2.6494823E-07,5.820269E-07,3.4960433E-06
ISIC0035170,3.063985E-08,2.4049436E-09,2.7203078E-09,1.2273701E-08,4.1410001E-07,3.6678447E-08,3.5991253E-08
ISIC0035171,3.3297465E-11,1.324197E-10,2.9494015E-11,3.2896064E-10,6.308729E-11,1.6625973E-11,4.5867073E-12
ISIC0035172,2.0321924E-09,1.7127576E-08,1.5166322E-08,3.634667E-08,1.3953255E-08,1.1566199E-08,5.3537463E-09
ISIC0035175,5.6271796E-07,0.07301094,2.7311964E-07,2.7863263E-07,2.2722192E-07,3.2070815E-07,1.1476758E-06
ISIC0035176,2.0810144E-10,1.3313138E-09,4.804205E-09,4.385924E-09,1.2350203E-09,2.046889E-09,2.3009668E-09
ISIC0035177,0.03166944,0.008006573,0.0024218308,0.0023158179,0.0007599874,0.0032667057,0.0032002057
ISIC0035178,0.0004594077,0.00019780663,7.743986E-06,9.430003E-06,2.8020559E-06,1.1466383E-05,1.7528382E-05
ISIC0035180,5.872814E-12,7.2738443E-12,1.105562E-10,4.1979774E-11,5.3293273E-12,4.4272867E-12,9.085878E-13
ISIC0035181,9.826918E-08,0.030097477,6.611829E-07,2.2544333E-07,3.6794486E-07,3.2533418E-07,1.4771324E-06
ISIC0035182,1.7920017E-09,9.2106056E-08,3.43151E-10,4.0493886E-10,1.5715589E-08,5.779951E-10,1.5333504E-09
ISIC0035184,0.0002700486,0.032258324,1.46950515E-05,2.8917999E-05,6.145247E-06,2.5326393E-05,4.3224212E-05
ISIC0035185,0.0021270835,0.005838325,0.001189906,0.0008699246,0.0019630922,0.0009074485,0.0011639922
ISIC0035186,6.522281E-13,1.156852E-11,4.5133352E-11,9.976873E-12,2.764866E-12,2.3745652E-12,3.824165E-13
ISIC0035187,0.0006399872,0.00022081427,1.5674505E-05,3.281198E-05,7.2226417E-06,1.28796455E-05,5.7382833E-05
ISIC0035188,4.6200956E-05,0.06302167,5.7355182E-06,6.3872662E-06,2.460708E-06,7.103901E-06,1.476522E-05
ISIC0035189,1.3466654E-07,1.3448981E-05,5.016905E-09,7.518922E-09,3.9179845E-08,3.9674646E-09,8.290703E-08
ISIC0035190,5.7514216E-11,6.8651015E-11,3.656093E-10,1.0535457E-09,3.960915E-10,2.6698083E-10,1.6462712E-10
ISIC0035191,3.042374E-08,0.01869209,1.2258592E-07,5.645385E-08,1.1538429E-07,7.424641E-08,4.4480285E-07
ISIC0035192,1.2109532E-05,0.584977,1.0902246E-05,1.1993316E-05,1.0361288E-05,1.1949316E-05,1.6258626E-05
ISIC0035193,9.907313E-07,0.62815577,3.7161485E-07,2.7204499E-07,2.6715844E-07,3.5848072E-07,2.6758582E-07
ISIC0035194,5.4449545E-10,4.0363105E-10,3.6436958E-09,6.380813E-09,1.7772085E-09,1.0915472E-09,1.2887378E-09
